id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1046,3.74,1.82,8649,9010,362,Car,1,408.80,25.12,30.09,28.32,32.78,1.09,10.99,0
1047,4.75,2.02,8651,8959,309,Car,2,409.52,32.74,34.08,33.26,36.06,1.06,10.21,1
1048,3.74,1.72,8669,8967,299,Car,2,409.60,33.77,35.03,34.39,20.75,0.61,12.98,0
1049,14.25,2.50,8673,9142,470,Truck,1,407.09,21.28,22.20,21.70,70.77,3.21,-1.00,0
1050,5.05,2.12,8686,8994,309,Car,2,410.29,32.69,34.35,33.32,30.05,0.89,66.52,1
1051,4.45,1.92,8696,9045,350,Car,1,410.45,26.05,31.26,29.42,95.71,3.08,29.15,0
1052,11.82,2.50,8704,9124,421,Truck,1,407.14,23.84,24.68,24.24,42.37,1.73,-1.00,0
1053,4.85,2.02,8716,9014,299,Car,2,408.70,33.49,35.92,34.31,28.69,0.83,27.98,0
1054,16.78,2.50,8717,9132,416,Truck,2,407.69,23.93,25.43,24.57,129.14,5.39,-1.00,0
1055,4.04,1.82,8720,9170,451,Car,1,406.10,21.72,23.35,22.57,21.33,0.97,25.12,0
1056,4.55,1.92,8745,9044,300,Car,2,408.95,33.78,34.71,34.21,30.98,0.91,32.82,1
1057,7.07,2.43,8752,9094,343,Car,2,407.58,29.55,30.44,29.81,17.70,0.59,-1.00,0
1058,4.75,1.92,8757,9108,352,Car,1,409.40,26.71,30.67,29.17,59.66,2.19,-1.00,0
1059,5.05,2.02,8767,9135,369,Car,1,408.83,25.98,29.77,27.79,24.70,0.83,5.18,1
1060,4.14,1.92,8777,9227,451,Car,1,408.83,22.01,23.10,22.72,47.07,2.07,48.15,0
1061,5.15,2.02,8779,9075,297,Car,2,409.37,33.52,37.23,34.60,41.75,1.24,250.94,0
1062,4.45,1.72,8795,9089,295,Car,2,408.92,33.73,35.89,34.79,15.09,0.42,35.49,0
1063,4.35,1.92,8797,9153,357,Car,1,409.09,26.35,29.35,28.74,14.60,0.50,-1.00,0
1064,4.65,1.82,8821,9231,411,Car,2,410.76,24.59,25.91,25.06,96.01,3.78,195.66,0
1065,4.85,2.02,8825,9174,350,Car,1,408.30,25.62,30.47,29.26,20.63,0.67,15.90,0
1066,4.35,1.92,8828,9285,458,Car,1,409.25,21.48,23.71,22.40,40.36,1.87,46.50,0
1067,4.24,1.82,8831,9122,292,Car,2,410.11,33.97,36.28,35.25,42.60,1.19,68.97,0
1068,4.24,2.02,8854,9320,467,Car,1,407.92,20.35,23.73,21.89,16.39,0.80,316.81,0
1069,4.45,1.92,8856,9206,351,Car,1,407.97,26.57,32.00,29.16,27.60,1.03,28.23,0
1070,4.65,1.82,8870,9280,411,Car,2,410.18,24.73,25.41,25.02,41.85,1.67,69.51,0
1071,4.65,2.12,8880,9261,382,Car,1,401.33,25.79,28.59,26.35,113.51,4.32,59.17,0
1072,4.24,1.82,8882,9192,311,Car,2,408.05,31.26,34.56,32.92,64.33,2.05,-1.00,0
1073,4.14,1.82,8884,9210,327,Car,2,411.17,29.42,33.33,31.54,147.05,4.55,79.20,0
1074,4.45,1.92,8889,9327,439,Car,1,408.93,21.43,25.14,23.35,21.22,0.94,18.96,1
1075,4.55,1.92,8908,9267,360,Car,1,408.07,26.21,30.10,28.44,51.16,1.95,-1.00,0
1076,4.55,1.82,8911,9246,336,Car,2,409.41,27.40,32.37,30.57,26.61,0.97,-1.00,0
1077,4.75,1.92,8925,9231,307,Car,2,403.77,30.92,34.90,33.02,51.21,1.60,671.17,0
1078,16.88,2.50,8926,9372,447,Truck,2,408.63,22.48,23.65,22.92,37.18,1.65,-1.00,0
1079,7.28,2.12,8941,9249,309,Car,2,408.43,31.07,35.51,33.17,10.37,0.32,56.35,0
1080,4.95,1.92,8943,9306,364,Car,2,409.57,26.80,30.49,28.22,30.29,1.13,-1.00,0
1081,5.15,2.12,8959,9424,466,Car,1,408.69,20.70,22.96,21.98,54.19,2.61,-1.00,0
1082,5.05,2.32,8969,9337,369,Car,1,408.50,25.53,30.24,27.77,59.49,2.33,-1.00,0
1083,4.75,1.92,8974,9272,299,Car,2,411.41,33.85,35.46,34.54,26.88,0.76,15.45,0
1084,11.32,2.32,8976,9346,371,Car,2,411.30,27.05,28.87,27.80,20.48,0.74,13.87,0
1085,16.88,2.50,8986,9433,448,Truck,2,409.04,22.43,23.67,22.89,36.72,1.63,-1.00,0
1086,4.24,2.02,9000,9370,371,Car,1,408.10,24.79,29.63,27.59,27.34,1.10,137.66,0
1087,4.55,1.82,9001,9370,370,Car,2,409.50,26.91,28.75,27.76,18.07,0.66,16.51,0
1088,4.55,1.92,9009,9304,296,Car,2,410.39,33.89,35.82,34.80,41.80,1.17,258.33,0
1089,4.14,1.92,9009,9443,435,Car,1,409.25,23.37,23.78,23.58,9.09,0.38,83.50,0
1090,4.95,1.92,9027,9389,363,Car,1,408.77,24.88,30.47,28.25,4.55,0.17,1.50,2
1091,4.55,1.92,9047,9423,377,Car,2,410.90,26.81,28.24,27.33,48.39,1.80,114.87,0
1092,16.67,2.50,9053,9488,436,Truck,2,407.53,22.96,24.15,23.43,38.38,1.60,87.87,0
1093,4.45,1.92,9054,9345,292,Car,2,408.54,33.87,36.00,35.12,54.34,1.52,83.32,0
1094,4.95,1.92,9062,9432,371,Car,1,409.27,26.30,30.26,27.67,29.00,1.08,153.01,0
1095,4.75,2.02,9066,9493,428,Car,1,407.14,23.06,24.33,23.86,33.21,1.43,61.95,0
1096,13.85,2.50,9073,9542,470,Truck,1,407.39,21.25,22.06,21.72,78.74,3.57,136.33,0
1097,3.84,1.82,9083,9451,369,Car,2,411.29,26.48,28.83,27.96,28.13,0.98,31.76,0
1098,4.75,2.02,9089,9458,370,Car,1,408.48,24.95,31.28,27.70,20.39,0.75,14.22,0
1099,4.55,1.92,9099,9386,288,Car,2,409.22,35.14,36.10,35.66,54.48,1.51,45.86,0
1100,4.85,1.92,9101,9475,375,Car,2,410.79,26.16,29.25,27.47,13.18,0.50,126.73,0
1101,4.35,1.92,9131,9507,377,Car,2,410.61,26.45,29.03,27.31,25.40,0.95,31.69,0
1102,4.04,1.92,9133,9510,378,Car,1,409.00,25.60,29.44,27.14,42.03,1.64,216.31,0
1103,3.74,1.82,9133,9563,431,Car,1,409.69,23.58,24.25,23.83,57.35,2.39,66.12,0
1104,16.78,2.50,9148,9564,417,Truck,2,387.11,22.68,24.13,23.27,69.60,3.06,-1.00,0
1105,4.14,1.92,9168,9590,423,Car,1,409.95,23.83,24.80,24.30,22.58,0.91,27.63,0
1106,4.65,1.82,9170,9546,377,Car,1,402.57,25.09,30.15,26.78,33.14,1.32,-1.00,0
1107,4.40,2.02,9182,9659,478,Car,1,409.14,21.11,21.75,21.45,93.99,4.35,406.27,0
1108,4.75,1.82,9183,9543,361,Car,2,410.73,27.86,29.26,28.54,34.26,1.21,17.48,0
1109,7.98,2.50,9185,9631,447,Truck,2,407.10,22.38,23.83,22.83,24.87,1.09,-1.00,0
1110,3.84,1.82,9193,9480,288,Car,2,410.22,33.68,37.86,35.76,128.52,3.70,164.41,0
1111,2.93,1.72,9201,9588,388,Car,1,409.77,24.81,28.03,26.49,28.28,1.14,824.54,0
1112,4.85,1.82,9228,9538,311,Car,2,410.57,32.48,33.51,33.12,39.18,1.19,9.72,1
1113,4.24,1.92,9231,9646,416,Car,1,407.16,24.25,25.16,24.54,51.83,2.11,100.54,0
1114,4.65,1.92,9242,9635,394,Car,1,408.86,24.01,28.32,26.02,36.06,1.50,-1.00,0
1115,6.06,2.50,9253,9673,421,Truck,1,407.03,23.29,25.64,24.24,14.86,0.63,68.12,0
1116,5.05,1.92,9277,9584,308,Car,2,410.20,32.55,34.53,33.42,50.74,1.48,8.28,0
1117,16.78,2.50,9285,9799,515,Truck,1,406.28,18.33,20.38,19.76,70.08,3.78,-1.00,0
1118,16.78,2.50,9288,9737,450,Truck,2,410.35,22.40,23.73,22.86,77.66,3.45,1289.16,0
1119,3.64,1.82,9296,9719,424,Car,1,409.31,22.37,26.31,24.21,48.45,2.16,-1.00,0
1120,3.84,1.72,9298,9628,331,Car,2,409.68,29.92,32.62,31.05,23.46,0.78,-1.00,0
1121,4.14,1.82,9300,9582,283,Car,2,410.60,34.47,37.64,36.43,62.67,1.66,13.98,0
1122,4.04,1.82,9300,9721,422,Car,1,409.54,22.87,25.80,24.33,41.57,1.72,60.62,0
1123,4.85,1.92,9336,9774,439,Car,1,409.12,21.80,24.55,23.36,27.86,1.27,-1.00,0
1124,4.45,1.82,9345,9634,290,Car,2,410.52,33.75,36.14,35.54,57.44,1.70,-1.00,0
1125,4.55,1.92,9345,9775,431,Car,1,409.51,21.94,25.09,23.82,39.75,1.72,-1.00,0
1126,16.67,2.50,9347,9792,446,Truck,2,409.05,22.22,23.74,22.99,35.73,1.53,139.28,0
1127,4.85,1.82,9359,9694,336,Car,2,408.24,29.55,31.66,30.48,67.34,2.27,-1.00,0
1128,4.45,1.92,9363,9800,438,Car,1,408.52,21.60,24.59,23.38,18.98,0.85,50.61,0
1129,3.74,1.82,9376,9798,423,Car,1,408.43,21.96,25.23,24.21,20.11,0.79,19.83,0
1130,4.35,1.82,9383,9674,292,Car,2,403.09,33.31,36.13,34.64,47.08,1.41,-1.00,0
1131,4.45,2.02,9393,9833,441,Car,1,408.63,21.49,24.14,23.23,21.67,0.97,173.57,0
1132,4.45,1.92,9394,9892,499,Car,1,408.13,18.97,23.05,20.50,9.64,0.43,40.05,1
1133,4.55,1.92,9401,9817,417,Car,1,408.91,21.84,25.87,24.58,13.60,0.54,11.41,0
1134,2.93,1.82,9403,9741,339,Car,2,408.87,29.57,31.25,30.28,48.90,1.61,66.51,0
1135,3.94,1.92,9425,9833,409,Car,1,408.94,22.39,26.40,25.07,11.54,0.46,15.74,0
1136,4.65,1.82,9430,9723,294,Car,2,409.37,34.47,35.28,34.95,55.51,1.58,78.78,0
1137,16.57,2.50,9431,9873,443,Truck,2,409.77,22.46,25.22,23.19,59.60,2.62,74.64,0
1138,4.45,1.92,9460,9874,415,Car,1,409.17,23.58,25.74,24.72,34.29,1.40,15.03,0
1139,11.02,2.12,9475,9827,353,Car,2,410.00,27.89,30.12,29.13,74.78,2.68,-1.00,0
1140,16.78,2.50,9486,9920,435,Truck,2,409.60,23.37,24.14,23.61,23.17,0.98,21.73,0
1141,5.05,2.02,9501,9922,422,Car,1,408.58,21.49,25.94,24.27,64.90,3.02,87.65,0
1142,5.05,1.92,9505,9783,279,Car,2,411.05,35.94,38.23,36.99,84.89,2.25,36.13,0
1143,5.05,1.92,9516,9921,406,Car,1,408.84,24.65,25.72,25.25,23.53,0.95,10.67,0
1144,4.65,1.82,9530,9925,396,Car,1,402.07,24.89,25.92,25.46,4.95,0.19,8.25,1
1145,4.85,2.02,9530,9944,415,Car,1,408.88,22.11,27.23,24.70,7.31,0.28,10.06,0
1146,4.85,1.92,9545,9900,356,Car,2,411.40,28.57,30.73,28.98,75.11,2.58,143.20,0
1147,4.75,1.92,9562,9851,290,Car,2,410.41,34.71,36.61,35.52,78.04,2.25,-1.00,0
1148,19.00,2.50,9579,10089,511,Truck,1,406.72,19.55,20.41,19.94,118.87,5.86,114.34,0
1149,4.24,1.82,9583,9966,384,Car,1,408.70,25.06,29.16,26.69,29.75,1.14,10.71,0
1150,4.85,1.92,9602,9896,295,Car,2,410.69,34.42,36.17,34.94,50.43,1.46,-1.00,0
1151,4.14,1.92,9605,9989,385,Car,1,409.02,25.01,27.29,26.64,40.71,1.58,13.57,0
1152,4.35,1.82,9607,9939,333,Car,2,411.58,29.49,32.14,31.01,45.47,1.42,20.98,0
1153,4.85,1.92,9607,9992,386,Car,1,407.75,24.24,29.14,26.49,20.72,0.79,29.45,0
1154,4.95,1.82,9635,9929,295,Car,2,408.88,32.23,35.97,34.79,19.24,0.56,6.36,1
1155,16.47,2.50,9674,10155,482,Truck,1,407.40,20.49,21.91,21.18,37.33,1.77,28.56,0
1156,3.94,1.82,9679,10046,368,Car,1,409.79,27.24,28.47,27.92,26.12,0.94,15.63,0
1157,8.99,2.50,9679,10115,437,Truck,2,407.58,22.65,24.19,23.38,172.62,7.58,-1.00,0
1158,4.14,1.92,9687,10012,326,Car,1,401.88,27.90,32.22,30.93,28.31,0.99,8.08,1
1159,4.85,1.92,9689,9979,291,Car,2,410.67,34.94,35.73,35.42,64.43,1.80,58.53,0
1160,5.05,2.32,9699,10181,483,Car,1,409.64,21.02,21.88,21.25,16.78,0.79,23.33,0
1161,4.35,1.82,9715,10043,329,Car,1,409.65,30.36,31.97,31.24,30.07,0.94,8.21,0
1162,10.00,2.50,9717,10125,409,Truck,1,406.64,24.15,25.65,24.93,13.28,0.53,-1.00,0
1163,8.39,2.50,9729,10126,398,Truck,2,395.86,24.43,26.14,24.94,15.41,0.59,8.69,0
1164,4.85,1.82,9737,10107,371,Car,1,408.84,25.69,30.10,27.64,9.73,0.35,4.14,1
1165,4.75,2.02,9741,10078,338,Car,1,400.07,29.02,30.02,29.69,24.11,0.81,17.63,1
1166,7.07,2.32,9748,10217,470,Car,1,408.89,21.19,22.87,21.80,24.94,1.14,24.78,0
1167,4.14,1.72,9756,10068,313,Car,2,410.22,32.57,33.51,32.89,90.09,2.76,275.89,1
1168,4.14,1.92,9764,10162,399,Car,1,409.10,25.04,26.51,25.71,23.42,0.93,23.04,0
1169,4.95,1.92,9766,10099,334,Car,2,409.92,29.74,31.83,30.79,25.55,0.83,-1.00,0
1170,4.85,1.92,9782,10079,298,Car,2,409.46,32.51,35.64,34.49,25.16,0.71,10.60,0
1171,15.36,2.50,9782,10189,408,Truck,2,409.91,24.46,26.08,25.19,35.91,1.39,288.69,0
1172,4.45,1.92,9785,10145,361,Car,1,409.01,27.38,30.46,28.42,30.52,1.09,21.63,0
1173,5.56,2.12,9796,10136,341,Car,2,409.96,28.22,32.51,30.16,29.94,1.06,477.98,0
1174,4.65,2.02,9815,10123,309,Car,2,408.84,30.54,35.29,33.21,36.76,1.20,-1.00,0
1175,16.78,2.50,9824,10245,422,Truck,2,408.13,23.65,25.17,24.25,23.47,0.99,-1.00,0
1176,16.78,2.50,9831,10279,449,Truck,1,406.62,21.97,23.27,22.69,39.12,1.72,30.52,0
1177,4.35,1.92,9835,10183,349,Car,1,409.36,27.94,32.01,29.42,38.83,1.37,25.10,0
1178,6.57,2.83,9865,10313,449,Car,1,409.66,22.51,23.64,22.87,23.16,1.01,26.89,0
1179,4.45,1.92,9897,10257,361,Car,1,409.70,27.28,29.96,28.46,100.64,3.69,31.76,0
1180,4.85,2.02,9910,10260,351,Car,1,408.95,28.99,29.99,29.23,84.72,2.91,72.12,0
1181,9.10,2.50,9916,10326,411,Truck,2,407.13,24.33,25.90,24.84,73.82,2.92,164.76,0
1182,4.14,1.82,9920,10242,323,Car,2,409.87,30.89,33.10,31.84,133.93,4.15,108.44,0
1183,4.85,1.92,9922,10229,308,Car,2,407.31,32.14,34.48,33.19,128.77,4.00,-1.00,0
1184,4.45,1.82,9944,10290,347,Car,1,409.92,28.07,31.36,29.63,26.88,0.91,21.90,0
1185,4.14,1.92,9953,10357,405,Car,1,404.05,22.43,29.08,25.01,41.20,1.78,17.62,1
1186,4.75,1.92,9955,10252,298,Car,2,410.07,33.01,36.16,34.53,27.34,0.75,15.60,0
1187,4.55,1.82,9977,10280,304,Car,2,410.08,32.90,34.91,33.85,48.92,1.41,24.40,0
1188,3.44,1.92,9981,10335,355,Car,1,409.16,27.94,29.69,28.91,18.52,0.66,7.22,0
1189,4.65,2.02,9993,10315,323,Car,1,407.92,30.89,32.22,31.68,26.88,0.84,7.32,0
1190,4.24,1.72,10008,10327,320,Car,2,409.79,31.01,33.62,32.13,65.86,2.12,-1.00,0
1191,16.78,2.50,10008,10422,415,Truck,2,407.90,24.11,25.50,24.64,72.44,3.00,-1.00,0
1192,6.27,2.32,10014,10339,326,Car,1,410.44,30.73,32.46,31.59,17.72,0.56,15.58,0
1193,4.85,1.92,10023,10381,359,Car,1,410.13,27.66,29.13,28.65,43.30,1.49,48.39,0
1194,16.88,2.50,10040,10494,455,Truck,1,407.44,21.41,23.20,22.44,92.69,4.24,343.64,0
1195,4.65,1.82,10041,10365,325,Car,2,410.41,31.01,31.94,31.68,79.01,2.54,-1.00,0
1196,5.05,1.92,10056,10466,411,Car,2,411.29,23.96,26.29,25.09,41.41,1.59,37.98,0
1197,4.14,1.92,10058,10412,355,Car,1,408.26,27.81,30.32,28.84,29.88,1.02,29.76,1
1198,4.95,2.22,10059,10517,459,Car,1,408.81,21.13,23.33,22.32,10.22,0.47,18.78,0
1199,4.14,1.92,10066,10441,376,Car,1,409.93,26.27,28.47,27.34,10.06,0.35,-1.00,0
1200,4.75,1.92,10082,10393,312,Car,2,411.17,32.38,33.96,33.08,84.86,2.52,78.33,0
1201,4.85,1.92,10090,10422,333,Car,1,410.86,30.74,31.13,30.95,35.31,1.14,38.34,0
1202,4.85,1.92,10101,10408,308,Car,2,411.56,31.99,35.30,33.53,17.61,0.50,17.71,1
1203,4.35,1.82,10105,10465,361,Car,2,409.82,27.72,29.58,28.47,49.36,1.71,-1.00,0
1204,4.14,2.02,10116,10454,339,Car,1,409.10,29.67,30.97,30.27,27.01,0.89,-1.00,0
1205,4.55,1.92,10118,10440,323,Car,2,411.50,30.70,34.12,31.96,17.06,0.55,-1.00,0
1206,9.70,2.12,10120,10570,451,Car,1,409.10,21.98,24.24,22.73,35.74,1.62,24.40,0
1207,3.94,1.82,10144,10471,328,Car,1,409.14,29.23,32.40,31.29,16.54,0.55,10.85,0
1208,7.07,2.22,10165,10483,319,Car,2,398.82,30.33,32.48,31.37,26.19,0.81,9.56,0
1209,4.55,1.82,10172,10495,324,Car,1,407.91,30.36,32.29,31.58,24.66,0.80,14.85,0
1210,16.57,2.50,10187,10608,422,Truck,1,407.50,23.31,24.93,24.21,116.68,4.68,-1.00,0
1211,4.95,2.02,10197,10524,328,Car,1,409.88,29.11,33.48,31.36,26.66,0.91,11.38,0
1212,4.65,2.02,10201,10618,418,Car,1,410.00,23.30,26.39,24.59,41.80,1.71,17.12,0
1213,4.75,2.02,10219,10569,351,Car,2,411.39,29.11,30.01,29.40,62.91,2.13,-1.00,0
1214,4.35,1.82,10235,10595,361,Car,1,410.31,28.01,29.89,28.50,41.04,1.37,229.31,0
1215,4.35,1.82,10255,10570,316,Car,2,411.25,31.62,34.22,32.66,164.45,5.14,672.00,0
1216,16.78,2.50,10262,10682,421,Truck,2,408.96,23.58,25.26,24.35,181.14,7.68,-1.00,0
1217,4.04,1.82,10268,10672,405,Car,1,408.99,24.04,26.62,25.32,58.67,2.39,27.94,0
1218,4.45,1.82,10281,10629,349,Car,1,409.27,27.09,30.29,29.42,33.24,1.17,21.94,0
1219,3.64,1.72,10283,10689,407,Car,1,409.88,24.02,26.59,25.25,11.08,0.45,18.88,0
1220,4.35,1.82,10284,10592,309,Car,2,409.89,31.31,35.55,33.29,17.44,0.53,6.73,1
1221,4.04,1.92,10284,10686,403,Car,1,410.14,24.31,27.04,25.52,61.84,2.50,23.27,0
1222,4.95,2.02,10302,10711,410,Car,1,410.40,23.80,26.42,25.09,13.69,0.56,21.79,0
1223,4.35,1.92,10307,10661,355,Car,1,409.10,28.06,29.29,28.90,26.46,0.94,15.71,0
1224,4.55,1.82,10329,10689,361,Car,1,409.52,26.85,29.49,28.46,19.97,0.74,98.81,0
1225,5.66,2.50,10337,10750,414,Truck,1,408.26,23.34,26.77,24.72,24.43,1.00,17.61,0
1226,4.85,2.07,10339,10643,305,Car,2,410.88,33.58,34.12,33.81,95.07,2.82,24.73,0
1227,4.85,1.92,10345,10743,399,Car,1,409.07,24.70,26.91,25.71,56.62,2.10,22.15,0
1228,3.74,1.82,10348,10717,370,Car,1,409.87,26.74,29.45,27.78,16.04,0.58,72.13,0
1229,6.47,2.32,10375,10745,371,Car,1,408.79,27.22,28.55,27.63,18.70,0.68,18.59,0
1230,5.96,2.32,10379,10767,389,Car,1,400.29,25.20,27.09,25.80,19.53,0.76,12.00,1
1231,4.65,1.92,10382,10709,328,Car,2,404.94,30.24,31.72,30.97,9.97,0.31,7.97,1
1232,4.75,1.92,10388,10696,309,Car,2,412.22,32.99,34.67,33.48,63.06,1.91,538.79,0
1233,4.14,1.82,10389,10803,415,Car,1,409.08,24.05,26.06,24.71,15.35,0.63,42.95,0
1234,5.05,2.02,10395,10767,373,Car,1,409.91,27.19,28.46,27.56,17.32,0.63,33.24,0
1235,4.45,1.92,10407,10810,404,Car,1,410.04,24.42,26.97,25.45,23.75,0.92,36.42,0
1236,4.75,1.92,10427,10799,373,Car,1,410.26,26.78,28.38,27.58,28.79,1.05,33.48,0
1237,5.26,2.12,10427,10841,415,Car,1,408.68,23.59,25.95,24.67,29.27,1.19,30.34,0
1238,4.65,1.92,10438,10846,409,Car,1,410.35,24.13,26.61,25.16,23.48,0.95,29.65,0
1239,3.94,1.82,10445,10814,370,Car,1,409.77,27.05,28.83,27.78,10.15,0.37,6.72,0
1240,4.24,1.92,10466,10847,382,Car,1,410.38,25.95,27.43,26.94,19.67,0.74,207.82,0
1241,4.24,1.82,10486,10783,298,Car,2,410.08,33.06,35.89,34.54,263.55,7.74,156.69,0
1242,4.85,2.02,10498,10809,312,Car,2,390.58,30.57,32.46,31.42,118.03,3.73,8983.80,0
1243,4.85,2.02,10508,10878,371,Car,1,410.76,27.08,28.73,27.76,28.67,1.04,19.18,0
1244,5.15,2.12,10508,10886,379,Car,1,408.37,24.11,30.67,27.01,38.83,1.58,14.12,0
1245,6.67,2.50,10510,10875,366,Truck,1,407.26,25.30,32.18,27.90,23.80,0.92,9.91,0
1246,4.55,1.82,10526,10841,316,Car,2,410.59,31.93,33.17,32.62,36.74,1.12,24.79,0
1247,4.85,1.82,10527,10813,287,Car,2,411.62,35.31,36.38,36.00,38.55,1.06,26.76,0
1248,4.75,1.92,10547,10830,284,Car,2,410.51,34.90,37.19,36.28,20.72,0.56,25.81,0
1249,4.85,1.92,10555,10913,359,Car,1,409.92,27.87,29.56,28.64,35.21,1.24,20.55,0
1250,3.94,1.82,10562,10917,356,Car,1,409.31,27.57,29.68,28.84,42.55,1.51,15.41,0
1251,4.45,1.92,10576,10961,386,Car,1,409.52,26.02,28.16,26.60,18.87,0.67,-1.00,0
1252,4.45,1.92,10591,10888,298,Car,2,408.53,32.52,36.50,34.41,63.52,1.78,17.02,0
1253,16.67,2.50,10601,11014,414,Truck,2,409.35,24.03,25.83,24.79,251.03,10.44,-1.00,0
1254,4.35,2.02,10631,10976,346,Car,1,408.19,27.74,31.94,29.59,95.28,3.40,23.12,0
1255,4.45,1.82,10633,10941,309,Car,2,410.51,30.87,35.19,33.34,51.36,1.66,-1.00,0
1256,4.45,1.82,10652,10972,321,Car,2,409.89,30.51,33.77,32.03,19.01,0.62,-1.00,0
1257,4.95,2.02,10675,11007,333,Car,2,410.12,29.24,33.13,30.90,22.81,0.78,-1.00,0
1258,4.85,2.02,10687,10992,306,Car,2,410.90,32.65,35.08,33.70,195.19,5.97,-1.00,0
1259,4.85,1.82,10704,11037,334,Car,1,411.06,28.61,32.90,30.87,135.59,4.46,41.79,0
1260,4.85,2.02,10712,11021,310,Car,2,411.14,32.14,35.53,33.29,28.45,0.88,3332.65,0
1261,16.78,2.50,10712,11126,415,Truck,2,409.93,23.94,25.74,24.76,90.69,3.78,-1.00,0
1262,2.93,1.82,10731,11090,360,Car,2,411.16,27.19,30.11,28.64,63.29,2.32,-1.00,0
1263,4.95,1.92,10735,11052,318,Car,2,409.73,31.36,33.63,32.33,23.01,0.73,-1.00,0
1264,4.95,2.02,10759,11082,324,Car,2,411.07,31.00,33.53,31.84,26.39,0.85,-1.00,0
1265,4.24,1.72,10778,11104,327,Car,2,409.18,30.76,31.95,31.40,17.00,0.54,13.51,1
1266,4.55,1.82,10782,11107,326,Car,1,408.03,29.83,33.14,31.41,154.33,4.95,43.21,0
1267,4.55,1.92,10792,11117,326,Car,2,411.14,31.45,32.11,31.65,11.05,0.35,21.61,0
1268,4.35,2.02,10793,11082,290,Car,1,410.72,32.79,36.53,35.55,55.05,1.61,10.14,1
1269,4.35,2.02,10795,11096,302,Car,1,411.23,32.89,35.07,34.17,12.03,0.35,17.87,0
1270,16.57,2.50,10795,11239,445,Truck,2,408.19,22.29,24.03,22.99,60.84,2.72,-1.00,0
1271,4.35,2.02,10809,11086,278,Car,1,410.26,36.70,37.50,37.05,14.67,0.39,7.97,0
1272,4.24,1.82,10811,11131,321,Car,2,409.93,31.76,32.45,32.04,13.95,0.43,18.14,0
1273,4.85,1.92,10824,11157,334,Car,2,410.78,29.42,32.01,30.85,81.20,2.55,44.76,0
1274,4.85,1.82,10829,11147,319,Car,2,410.77,31.24,32.61,32.30,15.89,0.48,20.77,0
1275,6.06,2.50,10836,11141,306,Truck,1,408.35,32.06,34.94,33.49,49.60,1.42,-1.00,0
1276,4.95,2.02,10852,11162,311,Car,2,410.02,32.34,33.89,33.09,15.31,0.45,13.69,0
1277,3.44,1.62,10853,11303,451,Car,2,411.38,22.33,24.10,22.87,52.11,2.31,1968.44,0
1278,4.95,1.92,10854,11185,332,Car,2,410.98,29.63,32.39,31.06,29.71,0.94,73.97,0
1279,4.85,1.82,10885,11180,296,Car,2,409.93,34.29,34.95,34.75,20.48,0.59,14.37,0
1280,4.35,1.82,10892,11210,319,Car,2,409.52,31.80,32.71,32.21,28.42,0.87,20.67,0
1281,4.04,1.82,10918,11358,441,Car,2,408.32,21.27,24.19,23.21,49.41,2.06,39.87,0
1282,4.95,2.02,10929,11234,306,Car,1,410.42,31.51,35.60,33.66,116.92,3.40,42.16,1
1283,14.45,2.50,10930,11351,422,Truck,1,408.30,23.17,25.06,24.25,31.70,1.28,-1.00,0
1284,7.18,2.22,10935,11194,260,Car,1,410.34,38.86,40.65,39.63,161.06,4.10,47.03,0
1285,4.45,1.87,10947,11259,313,Car,2,411.12,31.20,34.78,32.96,63.51,1.84,35.84,0
1286,4.95,2.02,10961,11252,292,Car,2,410.94,34.69,35.69,35.32,96.60,2.71,72.37,0
1287,13.14,2.50,11001,11436,436,Truck,2,408.25,22.66,24.63,23.47,56.21,2.46,51.80,0
1288,4.75,1.82,11002,11315,314,Car,2,409.68,31.17,34.73,32.74,62.77,2.01,-1.00,0
1289,4.14,1.82,11006,11287,282,Car,2,408.20,35.24,37.47,36.34,48.50,1.30,22.25,0
1290,4.24,1.82,11017,11339,323,Car,1,410.95,30.65,33.25,31.92,120.10,3.61,1227.51,0
1291,4.14,1.82,11032,11311,280,Car,2,409.01,36.20,37.81,36.67,30.03,0.81,35.56,0
1292,4.35,1.82,11048,11374,327,Car,2,410.55,30.52,32.41,31.49,53.20,1.74,-1.00,0
1293,4.45,1.82,11052,11333,282,Car,2,410.71,36.11,37.03,36.56,25.76,0.71,114.42,0
1294,4.04,1.82,11068,11393,326,Car,2,410.19,30.83,32.04,31.57,19.06,0.60,63.24,0
1295,4.45,1.92,11069,11380,312,Car,1,407.53,32.12,33.64,32.77,48.94,1.52,32.18,0
1296,4.95,2.02,11071,11362,292,Car,1,409.99,34.19,36.41,35.24,213.19,5.86,-1.00,0
1297,4.24,1.92,11089,11375,287,Car,1,404.09,34.98,35.81,35.35,20.39,0.58,17.71,0
1298,3.54,1.72,11095,11419,325,Car,2,408.50,30.80,31.99,31.54,28.36,0.92,-1.00,0
1299,16.62,2.50,11100,11509,410,Truck,1,407.43,24.11,25.76,24.91,137.94,5.60,94.34,0
1300,4.24,1.82,11103,11434,332,Car,1,410.44,29.91,32.38,31.01,43.64,1.34,-1.00,0
